id,sequence,task,choices,response,response_type,domain,gender,age,premise_1,premise_2,conclusion
22,26,Some not;sailors;chemists/All;potters;chemists,All;sailors;potters|All;potters;sailors|Some;sailors;potters|Some;potters;sailors|Some not;sailors;potters|Some not;potters;sailors|No;sailors;potters|No;potters;sailors|NVC,NVC,single-choice,syllogistic,male,25,Some not;A;B,All;C;B,NVC;
22,27,All;cyclists;buyers/All;cyclists;students,All;buyers;students|All;students;buyers|Some;buyers;students|Some;students;buyers|Some not;buyers;students|Some not;students;buyers|No;buyers;students|No;students;buyers|NVC,All;buyers;students,single-choice,syllogistic,male,25,All;B;A,All;B;C,All;A;C
22,28,All;artists;planners/Some not;surfers;artists,All;planners;surfers|All;surfers;planners|Some;planners;surfers|Some;surfers;planners|Some not;planners;surfers|Some not;surfers;planners|No;planners;surfers|No;surfers;planners|NVC,Some;surfers;planners,single-choice,syllogistic,male,25,All;B;A,Some not;C;B,Some;C;A
22,29,Some;campers;fencers/Some;engineers;fencers,All;campers;engineers|All;engineers;campers|Some;campers;engineers|Some;engineers;campers|Some not;campers;engineers|Some not;engineers;campers|No;campers;engineers|No;engineers;campers|NVC,Some;campers;engineers,single-choice,syllogistic,male,25,Some;A;B,Some;C;B,Some;A;C
22,30,Some;climbers;doctors/No;doctors;tellers,All;climbers;tellers|All;tellers;climbers|Some;climbers;tellers|Some;tellers;climbers|Some not;climbers;tellers|Some not;tellers;climbers|No;climbers;tellers|No;tellers;climbers|NVC,No;tellers;climbers,single-choice,syllogistic,male,25,Some;A;B,No;B;C,No;C;A
22,31,Some not;gamblers;bakers/Some;sculptors;gamblers,All;bakers;sculptors|All;sculptors;bakers|Some;bakers;sculptors|Some;sculptors;bakers|Some not;bakers;sculptors|Some not;sculptors;bakers|No;bakers;sculptors|No;sculptors;bakers|NVC,No;bakers;sculptors,single-choice,syllogistic,male,25,Some not;B;A,Some;C;B,No;A;C
22,32,Some not;travelers;analysts/Some not;novelists;travelers,All;analysts;novelists|All;novelists;analysts|Some;analysts;novelists|Some;novelists;analysts|Some not;analysts;novelists|Some not;novelists;analysts|No;analysts;novelists|No;novelists;analysts|NVC,Some;analysts;novelists,single-choice,syllogistic,male,25,Some not;B;A,Some not;C;B,Some;A;C
22,33,Some;writers;hikers/Some not;drivers;writers,All;hikers;drivers|All;drivers;hikers|Some;hikers;drivers|Some;drivers;hikers|Some not;hikers;drivers|Some not;drivers;hikers|No;hikers;drivers|No;drivers;hikers|NVC,Some;hikers;drivers,single-choice,syllogistic,male,25,Some;B;A,Some not;C;B,Some;A;C
22,34,No;investors;barbers/Some;jugglers;barbers,All;investors;jugglers|All;jugglers;investors|Some;investors;jugglers|Some;jugglers;investors|Some not;investors;jugglers|Some not;jugglers;investors|No;investors;jugglers|No;jugglers;investors|NVC,No;investors;jugglers,single-choice,syllogistic,male,25,No;A;B,Some;C;B,No;A;C
22,35,Some not;buyers;students/No;buyers;cyclists,All;students;cyclists|All;cyclists;students|Some;students;cyclists|Some;cyclists;students|Some not;students;cyclists|Some not;cyclists;students|No;students;cyclists|No;cyclists;students|NVC,NVC,single-choice,syllogistic,male,25,Some not;B;A,No;B;C,NVC;
22,36,Some;plumbers;dentists/Some not;lifeguards;dentists,All;plumbers;lifeguards|All;lifeguards;plumbers|Some;plumbers;lifeguards|Some;lifeguards;plumbers|Some not;plumbers;lifeguards|Some not;lifeguards;plumbers|No;plumbers;lifeguards|No;lifeguards;plumbers|NVC,Some;plumbers;lifeguards,single-choice,syllogistic,male,25,Some;A;B,Some not;C;B,Some;A;C
22,37,All;brewers;porters/Some;brewers;judges,All;porters;judges|All;judges;porters|Some;porters;judges|Some;judges;porters|Some not;porters;judges|Some not;judges;porters|No;porters;judges|No;judges;porters|NVC,Some;judges;porters,single-choice,syllogistic,male,25,All;B;A,Some;B;C,Some;C;A
22,38,Some not;joggers;counselors/Some;counselors;riders,All;joggers;riders|All;riders;joggers|Some;joggers;riders|Some;riders;joggers|Some not;joggers;riders|Some not;riders;joggers|No;joggers;riders|No;riders;joggers|NVC,Some;joggers;riders,single-choice,syllogistic,male,25,Some not;A;B,Some;B;C,Some;A;C
22,39,Some not;florists;editors/All;soldiers;florists,All;editors;soldiers|All;soldiers;editors|Some;editors;soldiers|Some;soldiers;editors|Some not;editors;soldiers|Some not;soldiers;editors|No;editors;soldiers|No;soldiers;editors|NVC,NVC,single-choice,syllogistic,male,25,Some not;B;A,All;C;B,NVC;
22,40,All;therapists;climbers/Some not;therapists;skaters,All;climbers;skaters|All;skaters;climbers|Some;climbers;skaters|Some;skaters;climbers|Some not;climbers;skaters|Some not;skaters;climbers|No;climbers;skaters|No;skaters;climbers|NVC,Some;skaters;climbers,single-choice,syllogistic,male,25,All;B;A,Some not;B;C,Some;C;A
22,41,Some not;athletes;hunters/All;hunters;lawyers,All;athletes;lawyers|All;lawyers;athletes|Some;athletes;lawyers|Some;lawyers;athletes|Some not;athletes;lawyers|Some not;lawyers;athletes|No;athletes;lawyers|No;lawyers;athletes|NVC,NVC,single-choice,syllogistic,male,25,Some not;A;B,All;B;C,NVC;
22,42,Some not;runners;chefs/Some;scientists;chefs,All;runners;scientists|All;scientists;runners|Some;runners;scientists|Some;scientists;runners|Some not;runners;scientists|Some not;scientists;runners|No;runners;scientists|No;scientists;runners|NVC,Some;scientists;runners,single-choice,syllogistic,male,25,Some not;A;B,Some;C;B,Some;C;A
22,43,Some;artists;surfers/No;planners;artists,All;surfers;planners|All;planners;surfers|Some;surfers;planners|Some;planners;surfers|Some not;surfers;planners|Some not;planners;surfers|No;surfers;planners|No;planners;surfers|NVC,No;surfers;planners,single-choice,syllogistic,male,25,Some;B;A,No;C;B,No;A;C
22,44,Some not;potters;chemists/Some not;sailors;chemists,All;potters;sailors|All;sailors;potters|Some;potters;sailors|Some;sailors;potters|Some not;potters;sailors|Some not;sailors;potters|No;potters;sailors|No;sailors;potters|NVC,Some;potters;sailors,single-choice,syllogistic,male,25,Some not;A;B,Some not;C;B,Some;A;C
22,45,No;trainers;architects/All;designers;trainers,All;architects;designers|All;designers;architects|Some;architects;designers|Some;designers;architects|Some not;architects;designers|Some not;designers;architects|No;architects;designers|No;designers;architects|NVC,NVC,single-choice,syllogistic,male,25,No;B;A,All;C;B,NVC;
22,46,Some;boxers;actuaries/Some not;actuaries;opticians,All;boxers;opticians|All;opticians;boxers|Some;boxers;opticians|Some;opticians;boxers|Some not;boxers;opticians|Some not;opticians;boxers|No;boxers;opticians|No;opticians;boxers|NVC,Some;boxers;opticians,single-choice,syllogistic,male,25,Some;A;B,Some not;B;C,Some;A;C
22,47,All;poets;cashiers/All;waiters;cashiers,All;poets;waiters|All;waiters;poets|Some;poets;waiters|Some;waiters;poets|Some not;poets;waiters|Some not;waiters;poets|No;poets;waiters|No;waiters;poets|NVC,All;waiters;poets,single-choice,syllogistic,male,25,All;A;B,All;C;B,All;C;A
22,48,Some not;tellers;doctors/Some;tellers;climbers,All;doctors;climbers|All;climbers;doctors|Some;doctors;climbers|Some;climbers;doctors|Some not;doctors;climbers|Some not;climbers;doctors|No;doctors;climbers|No;climbers;doctors|NVC,Some;doctors;climbers,single-choice,syllogistic,male,25,Some not;B;A,Some;B;C,Some;A;C
22,49,Some;actors;nurses/Some;drillers;actors,All;nurses;drillers|All;drillers;nurses|Some;nurses;drillers|Some;drillers;nurses|Some not;nurses;drillers|Some not;drillers;nurses|No;nurses;drillers|No;drillers;nurses|NVC,Some;nurses;drillers,single-choice,syllogistic,male,25,Some;B;A,Some;C;B,Some;A;C
22,50,All;pilots;tailors/All;singers;pilots,All;tailors;singers|All;singers;tailors|Some;tailors;singers|Some;singers;tailors|Some not;tailors;singers|Some not;singers;tailors|No;tailors;singers|No;singers;tailors|NVC,All;singers;tailors,single-choice,syllogistic,male,25,All;B;A,All;C;B,All;C;A
22,51,No;butchers;tutors/Some;packers;butchers,All;tutors;packers|All;packers;tutors|Some;tutors;packers|Some;packers;tutors|Some not;tutors;packers|Some not;packers;tutors|No;tutors;packers|No;packers;tutors|NVC,All;tutors;packers,single-choice,syllogistic,male,25,No;B;A,Some;C;B,All;A;C
22,52,Some not;campers;engineers/No;fencers;engineers,All;campers;fencers|All;fencers;campers|Some;campers;fencers|Some;fencers;campers|Some not;campers;fencers|Some not;fencers;campers|No;campers;fencers|No;fencers;campers|NVC,All;campers;fencers,single-choice,syllogistic,male,25,Some not;A;B,No;C;B,All;A;C
22,53,Some not;carpenters;linguists/Some not;linguists;divers,All;carpenters;divers|All;divers;carpenters|Some;carpenters;divers|Some;divers;carpenters|Some not;carpenters;divers|Some not;divers;carpenters|No;carpenters;divers|No;divers;carpenters|NVC,Some;carpenters;divers,single-choice,syllogistic,male,25,Some not;A;B,Some not;B;C,Some;A;C
22,54,No;gamblers;bakers/Some;gamblers;sculptors,All;bakers;sculptors|All;sculptors;bakers|Some;bakers;sculptors|Some;sculptors;bakers|Some not;bakers;sculptors|Some not;sculptors;bakers|No;bakers;sculptors|No;sculptors;bakers|NVC,NVC,single-choice,syllogistic,male,25,No;B;A,Some;B;C,NVC;
22,55,All;farmers;scholars/Some;assistants;scholars,All;farmers;assistants|All;assistants;farmers|Some;farmers;assistants|Some;assistants;farmers|Some not;farmers;assistants|Some not;assistants;farmers|No;farmers;assistants|No;assistants;farmers|NVC,Some;assistants;farmers,single-choice,syllogistic,male,25,All;A;B,Some;C;B,Some;C;A
22,56,Some not;poets;miners/All;poets;skaters,All;miners;skaters|All;skaters;miners|Some;miners;skaters|Some;skaters;miners|Some not;miners;skaters|Some not;skaters;miners|No;miners;skaters|No;skaters;miners|NVC,All;miners;skaters,single-choice,syllogistic,male,25,Some not;B;A,All;B;C,All;A;C
22,57,All;painters;auditors/Some;auditors;cleaners,All;painters;cleaners|All;cleaners;painters|Some;painters;cleaners|Some;cleaners;painters|Some not;painters;cleaners|Some not;cleaners;painters|No;painters;cleaners|No;cleaners;painters|NVC,All;painters;cleaners,single-choice,syllogistic,male,25,All;A;B,Some;B;C,All;A;C
22,58,Some not;brokers;agents/No;secretaries;brokers,All;agents;secretaries|All;secretaries;agents|Some;agents;secretaries|Some;secretaries;agents|Some not;agents;secretaries|Some not;secretaries;agents|No;agents;secretaries|No;secretaries;agents|NVC,NVC,single-choice,syllogistic,male,25,Some not;B;A,No;C;B,NVC;
22,59,Some;swimmers;mayors/Some not;swimmers;cooks,All;mayors;cooks|All;cooks;mayors|Some;mayors;cooks|Some;cooks;mayors|Some not;mayors;cooks|Some not;cooks;mayors|No;mayors;cooks|No;cooks;mayors|NVC,Some;mayors;cooks,single-choice,syllogistic,male,25,Some;B;A,Some not;B;C,Some;A;C
22,60,All;typists;dancers/No;boxers;typists,All;dancers;boxers|All;boxers;dancers|Some;dancers;boxers|Some;boxers;dancers|Some not;dancers;boxers|Some not;boxers;dancers|No;dancers;boxers|No;boxers;dancers|NVC,No;dancers;boxers,single-choice,syllogistic,male,25,All;B;A,No;C;B,No;A;C
22,61,All;painters;actors/No;painters;workers,All;actors;workers|All;workers;actors|Some;actors;workers|Some;workers;actors|Some not;actors;workers|Some not;workers;actors|No;actors;workers|No;workers;actors|NVC,NVC,single-choice,syllogistic,male,25,All;B;A,No;B;C,NVC;
22,62,No;teachers;golfers/Some not;golfers;bankers,All;teachers;bankers|All;bankers;teachers|Some;teachers;bankers|Some;bankers;teachers|Some not;teachers;bankers|Some not;bankers;teachers|No;teachers;bankers|No;bankers;teachers|NVC,No;teachers;bankers,single-choice,syllogistic,male,25,No;A;B,Some not;B;C,No;A;C
22,63,All;managers;clerks/No;models;clerks,All;managers;models|All;models;managers|Some;managers;models|Some;models;managers|Some not;managers;models|Some not;models;managers|No;managers;models|No;models;managers|NVC,NVC,single-choice,syllogistic,male,25,All;A;B,No;C;B,NVC;
23,0,All;assistants;scholars/Some;farmers;assistants,All;scholars;farmers|All;farmers;scholars|Some;scholars;farmers|Some;farmers;scholars|Some not;scholars;farmers|Some not;farmers;scholars|No;scholars;farmers|No;farmers;scholars|NVC,Some;farmers;scholars,single-choice,syllogistic,male,32,All;B;A,Some;C;B,Some;C;A
23,1,All;mayors;swimmers/All;swimmers;cooks,All;mayors;cooks|All;cooks;mayors|Some;mayors;cooks|Some;cooks;mayors|Some not;mayors;cooks|Some not;cooks;mayors|No;mayors;cooks|No;cooks;mayors|NVC,All;mayors;cooks,single-choice,syllogistic,male,32,All;A;B,All;B;C,All;A;C
23,2,No;lifeguards;dentists/All;plumbers;dentists,All;lifeguards;plumbers|All;plumbers;lifeguards|Some;lifeguards;plumbers|Some;plumbers;lifeguards|Some not;lifeguards;plumbers|Some not;plumbers;lifeguards|No;lifeguards;plumbers|No;plumbers;lifeguards|NVC,No;plumbers;lifeguards,single-choice,syllogistic,male,32,No;A;B,All;C;B,No;C;A
23,3,Some;drillers;nurses/All;drillers;actors,All;nurses;actors|All;actors;nurses|Some;nurses;actors|Some;actors;nurses|Some not;nurses;actors|Some not;actors;nurses|No;nurses;actors|No;actors;nurses|NVC,Some;nurses;actors,single-choice,syllogistic,male,32,Some;B;A,All;B;C,Some;A;C
23,4,No;designers;architects/No;trainers;designers,All;architects;trainers|All;trainers;architects|Some;architects;trainers|Some;trainers;architects|Some not;architects;trainers|Some not;trainers;architects|No;architects;trainers|No;trainers;architects|NVC,No;trainers;architects,single-choice,syllogistic,male,32,No;B;A,No;C;B,No;C;A
23,5,All;actors;workers/Some not;workers;painters,All;actors;painters|All;painters;actors|Some;actors;painters|Some;painters;actors|Some not;actors;painters|Some not;painters;actors|No;actors;painters|No;painters;actors|NVC,Some not;actors;painters,single-choice,syllogistic,male,32,All;A;B,Some not;B;C,Some not;A;C
23,6,All;artists;surfers/All;planners;surfers,All;artists;planners|All;planners;artists|Some;artists;planners|Some;planners;artists|Some not;artists;planners|Some not;planners;artists|No;artists;planners|No;planners;artists|NVC,All;artists;planners,single-choice,syllogistic,male,32,All;A;B,All;C;B,All;A;C
23,7,Some;runners;chefs/Some not;runners;scientists,All;chefs;scientists|All;scientists;chefs|Some;chefs;scientists|Some;scientists;chefs|Some not;chefs;scientists|Some not;scientists;chefs|No;chefs;scientists|No;scientists;chefs|NVC,Some not;scientists;chefs,single-choice,syllogistic,male,32,Some;B;A,Some not;B;C,Some not;C;A
23,8,Some;tutors;packers/No;tutors;butchers,All;packers;butchers|All;butchers;packers|Some;packers;butchers|Some;butchers;packers|Some not;packers;butchers|Some not;butchers;packers|No;packers;butchers|No;butchers;packers|NVC,Some not;packers;butchers,single-choice,syllogistic,male,32,Some;B;A,No;B;C,Some not;A;C
23,9,No;athletes;lawyers/Some not;lawyers;hunters,All;athletes;hunters|All;hunters;athletes|Some;athletes;hunters|Some;hunters;athletes|Some not;athletes;hunters|Some not;hunters;athletes|No;athletes;hunters|No;hunters;athletes|NVC,No;athletes;hunters,single-choice,syllogistic,male,32,No;A;B,Some not;B;C,No;A;C
23,10,Some not;auditors;cleaners/All;painters;cleaners,All;auditors;painters|All;painters;auditors|Some;auditors;painters|Some;painters;auditors|Some not;auditors;painters|Some not;painters;auditors|No;auditors;painters|No;painters;auditors|NVC,Some;auditors;painters,single-choice,syllogistic,male,32,Some not;A;B,All;C;B,Some;A;C
23,11,Some not;secretaries;brokers/All;brokers;agents,All;secretaries;agents|All;agents;secretaries|Some;secretaries;agents|Some;agents;secretaries|Some not;secretaries;agents|Some not;agents;secretaries|No;secretaries;agents|No;agents;secretaries|NVC,Some;secretaries;agents,single-choice,syllogistic,male,32,Some not;A;B,All;B;C,Some;A;C
23,12,No;models;clerks/All;managers;models,All;clerks;managers|All;managers;clerks|Some;clerks;managers|Some;managers;clerks|Some not;clerks;managers|Some not;managers;clerks|No;clerks;managers|No;managers;clerks|NVC,No;managers;clerks,single-choice,syllogistic,male,32,No;B;A,All;C;B,No;C;A
23,13,No;writers;hikers/No;drivers;hikers,All;writers;drivers|All;drivers;writers|Some;writers;drivers|Some;drivers;writers|Some not;writers;drivers|Some not;drivers;writers|No;writers;drivers|No;drivers;writers|NVC,Some;writers;drivers,single-choice,syllogistic,male,32,No;A;B,No;C;B,Some;A;C
23,14,All;engineers;campers/No;fencers;campers,All;engineers;fencers|All;fencers;engineers|Some;engineers;fencers|Some;fencers;engineers|Some not;engineers;fencers|Some not;fencers;engineers|No;engineers;fencers|No;fencers;engineers|NVC,No;engineers;fencers,single-choice,syllogistic,male,32,All;A;B,No;C;B,No;A;C
23,15,No;pilots;tailors/Some;singers;pilots,All;tailors;singers|All;singers;tailors|Some;tailors;singers|Some;singers;tailors|Some not;tailors;singers|Some not;singers;tailors|No;tailors;singers|No;singers;tailors|NVC,Some not;singers;tailors,single-choice,syllogistic,male,32,No;B;A,Some;C;B,Some not;C;A
23,16,No;teachers;bankers/Some not;teachers;golfers,All;bankers;golfers|All;golfers;bankers|Some;bankers;golfers|Some;golfers;bankers|Some not;bankers;golfers|Some not;golfers;bankers|No;bankers;golfers|No;golfers;bankers|NVC,Some not;golfers;bankers,single-choice,syllogistic,male,32,No;B;A,Some not;B;C,Some not;C;A
23,17,All;florists;editors/All;florists;soldiers,All;editors;soldiers|All;soldiers;editors|Some;editors;soldiers|Some;soldiers;editors|Some not;editors;soldiers|Some not;soldiers;editors|No;editors;soldiers|No;soldiers;editors|NVC,Some;soldiers;editors,single-choice,syllogistic,male,32,All;B;A,All;B;C,Some;C;A
23,18,All;poets;cashiers/No;poets;waiters,All;cashiers;waiters|All;waiters;cashiers|Some;cashiers;waiters|Some;waiters;cashiers|Some not;cashiers;waiters|Some not;waiters;cashiers|No;cashiers;waiters|No;waiters;cashiers|NVC,No;cashiers;waiters,single-choice,syllogistic,male,32,All;B;A,No;B;C,No;A;C
23,19,No;boxers;typists/No;typists;dancers,All;boxers;dancers|All;dancers;boxers|Some;boxers;dancers|Some;dancers;boxers|Some not;boxers;dancers|Some not;dancers;boxers|No;boxers;dancers|No;dancers;boxers|NVC,Some;boxers;dancers,single-choice,syllogistic,male,32,No;A;B,No;B;C,Some;A;C
23,20,No;linguists;divers/Some;divers;carpenters,All;linguists;carpenters|All;carpenters;linguists|Some;linguists;carpenters|Some;carpenters;linguists|Some not;linguists;carpenters|Some not;carpenters;linguists|No;linguists;carpenters|No;carpenters;linguists|NVC,Some not;linguists;carpenters,single-choice,syllogistic,male,32,No;A;B,Some;B;C,Some not;A;C
23,21,No;skaters;therapists/Some not;climbers;therapists,All;skaters;climbers|All;climbers;skaters|Some;skaters;climbers|Some;climbers;skaters|Some not;skaters;climbers|Some not;climbers;skaters|No;skaters;climbers|No;climbers;skaters|NVC,Some not;skaters;climbers,single-choice,syllogistic,male,32,No;A;B,Some not;C;B,Some not;A;C
23,22,Some not;judges;brewers/Some;porters;brewers,All;judges;porters|All;porters;judges|Some;judges;porters|Some;porters;judges|Some not;judges;porters|Some not;porters;judges|No;judges;porters|No;porters;judges|NVC,Some not;judges;porters,single-choice,syllogistic,male,32,Some not;A;B,Some;C;B,Some not;A;C
23,23,All;sculptors;bakers/Some;gamblers;bakers,All;sculptors;gamblers|All;gamblers;sculptors|Some;sculptors;gamblers|Some;gamblers;sculptors|Some not;sculptors;gamblers|Some not;gamblers;sculptors|No;sculptors;gamblers|No;gamblers;sculptors|NVC,Some;gamblers;sculptors,single-choice,syllogistic,male,32,All;A;B,Some;C;B,Some;C;A
23,24,Some not;doctors;climbers/Some;tellers;doctors,All;climbers;tellers|All;tellers;climbers|Some;climbers;tellers|Some;tellers;climbers|Some not;climbers;tellers|Some not;tellers;climbers|No;climbers;tellers|No;tellers;climbers|NVC,Some not;tellers;climbers,single-choice,syllogistic,male,32,Some not;B;A,Some;C;B,Some not;C;A
23,25,No;counselors;riders/All;riders;joggers,All;counselors;joggers|All;joggers;counselors|Some;counselors;joggers|Some;joggers;counselors|Some not;counselors;joggers|Some not;joggers;counselors|No;counselors;joggers|No;joggers;counselors|NVC,No;counselors;joggers,single-choice,syllogistic,male,32,No;A;B,All;B;C,No;A;C
23,26,Some not;potters;chemists/No;sailors;chemists,All;potters;sailors|All;sailors;potters|Some;potters;sailors|Some;sailors;potters|Some not;potters;sailors|Some not;sailors;potters|No;potters;sailors|No;sailors;potters|NVC,Some not;potters;sailors,single-choice,syllogistic,male,32,Some not;A;B,No;C;B,Some not;A;C
23,27,No;jugglers;investors/Some;barbers;investors,All;jugglers;barbers|All;barbers;jugglers|Some;jugglers;barbers|Some;barbers;jugglers|Some not;jugglers;barbers|Some not;barbers;jugglers|No;jugglers;barbers|No;barbers;jugglers|NVC,Some not;barbers;jugglers,single-choice,syllogistic,male,32,No;A;B,Some;C;B,Some not;C;A
23,28,All;miners;skaters/Some not;miners;poets,All;skaters;poets|All;poets;skaters|Some;skaters;poets|Some;poets;skaters|Some not;skaters;poets|Some not;poets;skaters|No;skaters;poets|No;poets;skaters|NVC,Some;poets;skaters,single-choice,syllogistic,male,32,All;B;A,Some not;B;C,Some;C;A
23,29,Some not;buyers;students/Some;students;cyclists,All;buyers;cyclists|All;cyclists;buyers|Some;buyers;cyclists|Some;cyclists;buyers|Some not;buyers;cyclists|Some not;cyclists;buyers|No;buyers;cyclists|No;cyclists;buyers|NVC,Some not;cyclists;buyers,single-choice,syllogistic,male,32,Some not;A;B,Some;B;C,Some not;C;A
23,30,All;actuaries;boxers/All;opticians;actuaries,All;boxers;opticians|All;opticians;boxers|Some;boxers;opticians|Some;opticians;boxers|Some not;boxers;opticians|Some not;opticians;boxers|No;boxers;opticians|No;opticians;boxers|NVC,All;opticians;boxers,single-choice,syllogistic,male,32,All;B;A,All;C;B,All;C;A
23,31,Some;novelists;travelers/Some not;travelers;analysts,All;novelists;analysts|All;analysts;novelists|Some;novelists;analysts|Some;analysts;novelists|Some not;novelists;analysts|Some not;analysts;novelists|No;novelists;analysts|No;analysts;novelists|NVC,Some not;novelists;analysts,single-choice,syllogistic,male,32,Some;A;B,Some not;B;C,Some not;A;C
23,32,Some;dentists;plumbers/All;lifeguards;dentists,All;plumbers;lifeguards|All;lifeguards;plumbers|Some;plumbers;lifeguards|Some;lifeguards;plumbers|Some not;plumbers;lifeguards|Some not;lifeguards;plumbers|No;plumbers;lifeguards|No;lifeguards;plumbers|NVC,Some;lifeguards;plumbers,single-choice,syllogistic,male,32,Some;B;A,All;C;B,Some;C;A
23,33,Some not;climbers;tellers/No;climbers;doctors,All;tellers;doctors|All;doctors;tellers|Some;tellers;doctors|Some;doctors;tellers|Some not;tellers;doctors|Some not;doctors;tellers|No;tellers;doctors|No;doctors;tellers|NVC,Some not;tellers;doctors,single-choice,syllogistic,male,32,Some not;B;A,No;B;C,Some not;A;C
23,34,Some;architects;designers/All;trainers;designers,All;architects;trainers|All;trainers;architects|Some;architects;trainers|Some;trainers;architects|Some not;architects;trainers|Some not;trainers;architects|No;architects;trainers|No;trainers;architects|NVC,Some;architects;trainers,single-choice,syllogistic,male,32,Some;A;B,All;C;B,Some;A;C
23,35,Some not;tailors;pilots/Some;tailors;singers,All;pilots;singers|All;singers;pilots|Some;pilots;singers|Some;singers;pilots|Some not;pilots;singers|Some not;singers;pilots|No;pilots;singers|No;singers;pilots|NVC,Some not;pilots;singers,single-choice,syllogistic,male,32,Some not;B;A,Some;B;C,Some not;A;C
23,36,Some not;scholars;farmers/All;assistants;scholars,All;farmers;assistants|All;assistants;farmers|Some;farmers;assistants|Some;assistants;farmers|Some not;farmers;assistants|Some not;assistants;farmers|No;farmers;assistants|No;assistants;farmers|NVC,Some not;assistants;farmers,single-choice,syllogistic,male,32,Some not;B;A,All;C;B,Some not;C;A
23,37,Some;lawyers;athletes/No;athletes;hunters,All;lawyers;hunters|All;hunters;lawyers|Some;lawyers;hunters|Some;hunters;lawyers|Some not;lawyers;hunters|Some not;hunters;lawyers|No;lawyers;hunters|No;hunters;lawyers|NVC,Some not;lawyers;hunters,single-choice,syllogistic,male,32,Some;A;B,No;B;C,Some not;A;C
23,38,Some;hikers;writers/Some not;drivers;hikers,All;writers;drivers|All;drivers;writers|Some;writers;drivers|Some;drivers;writers|Some not;writers;drivers|Some not;drivers;writers|No;writers;drivers|No;drivers;writers|NVC,Some not;writers;drivers,single-choice,syllogistic,male,32,Some;B;A,Some not;C;B,Some not;A;C
23,39,Some;dancers;boxers/Some not;typists;boxers,All;dancers;typists|All;typists;dancers|Some;dancers;typists|Some;typists;dancers|Some not;dancers;typists|Some not;typists;dancers|No;dancers;typists|No;typists;dancers|NVC,Some;dancers;typists,single-choice,syllogistic,male,32,Some;A;B,Some not;C;B,Some;A;C
23,40,Some;jugglers;investors/Some;investors;barbers,All;jugglers;barbers|All;barbers;jugglers|Some;jugglers;barbers|Some;barbers;jugglers|Some not;jugglers;barbers|Some not;barbers;jugglers|No;jugglers;barbers|No;barbers;jugglers|NVC,Some not;jugglers;barbers,single-choice,syllogistic,male,32,Some;A;B,Some;B;C,Some not;A;C
23,41,Some;skaters;miners/Some;poets;skaters,All;miners;poets|All;poets;miners|Some;miners;poets|Some;poets;miners|Some not;miners;poets|Some not;poets;miners|No;miners;poets|No;poets;miners|NVC,Some not;poets;miners,single-choice,syllogistic,male,32,Some;B;A,Some;C;B,Some not;C;A
23,42,Some;painters;auditors/All;auditors;cleaners,All;painters;cleaners|All;cleaners;painters|Some;painters;cleaners|Some;cleaners;painters|Some not;painters;cleaners|Some not;cleaners;painters|No;painters;cleaners|No;cleaners;painters|NVC,Some;painters;cleaners,single-choice,syllogistic,male,32,Some;A;B,All;B;C,Some;A;C
23,43,Some;drillers;nurses/No;actors;nurses,All;drillers;actors|All;actors;drillers|Some;drillers;actors|Some;actors;drillers|Some not;drillers;actors|Some not;actors;drillers|No;drillers;actors|No;actors;drillers|NVC,Some not;drillers;actors,single-choice,syllogistic,male,32,Some;A;B,No;C;B,Some not;A;C
23,44,No;actuaries;opticians/All;actuaries;boxers,All;opticians;boxers|All;boxers;opticians|Some;opticians;boxers|Some;boxers;opticians|Some not;opticians;boxers|Some not;boxers;opticians|No;opticians;boxers|No;boxers;opticians|NVC,No;boxers;opticians,single-choice,syllogistic,male,32,No;B;A,All;B;C,No;C;A
23,45,All;brewers;judges/No;porters;brewers,All;judges;porters|All;porters;judges|Some;judges;porters|Some;porters;judges|Some not;judges;porters|Some not;porters;judges|No;judges;porters|No;porters;judges|NVC,No;porters;judges,single-choice,syllogistic,male,32,All;B;A,No;C;B,No;C;A
23,46,Some not;analysts;novelists/No;travelers;analysts,All;novelists;travelers|All;travelers;novelists|Some;novelists;travelers|Some;travelers;novelists|Some not;novelists;travelers|Some not;travelers;novelists|No;novelists;travelers|No;travelers;novelists|NVC,Some not;novelists;travelers,single-choice,syllogistic,male,32,Some not;B;A,No;C;B,Some not;A;C
23,47,All;gamblers;bakers/Some not;sculptors;bakers,All;gamblers;sculptors|All;sculptors;gamblers|Some;gamblers;sculptors|Some;sculptors;gamblers|Some not;gamblers;sculptors|Some not;sculptors;gamblers|No;gamblers;sculptors|No;sculptors;gamblers|NVC,Some not;gamblers;sculptors,single-choice,syllogistic,male,32,All;A;B,Some not;C;B,Some not;A;C
23,48,All;models;managers/Some;managers;clerks,All;models;clerks|All;clerks;models|Some;models;clerks|Some;clerks;models|Some not;models;clerks|Some not;clerks;models|No;models;clerks|No;clerks;models|NVC,Some;models;clerks,single-choice,syllogistic,male,32,All;A;B,Some;B;C,Some;A;C
23,49,No;cyclists;buyers/No;cyclists;students,All;buyers;students|All;students;buyers|Some;buyers;students|Some;students;buyers|Some not;buyers;students|Some not;students;buyers|No;buyers;students|No;students;buyers|NVC,Some not;buyers;students,single-choice,syllogistic,male,32,No;B;A,No;B;C,Some not;A;C
